Id,Name,countryName,agespan,gender,occupation,industry,domain,domain2
6023,Dmitri shostakovich,Russia,112,Male,Composer,Music,Arts,Arts
6025,Dmitriy ustinov,Russia,76,Male,Politician,Government,Institutions,Government
6026,Dmitry donskoy,Russia,39,Male,Nobleman,Government,Institutions,Government
6027,Dmitry medvedev,Russia,53,Male,Politician,Government,Institutions,Government
6028,Dmitry tursunov,Russia,36,Male,Tennis player,Individual sport,Sports,Sports
6029,Dokka umarov,Russia,49,Male,Extremist,Outlaws,Public figure,Public figure
6030,Dzhokhar dudayev,Russia,52,Male,Politician,Government,Institutions,Government
6031,E.t.a. Hoffmann,Russia,46,Male,Writer,Language,Humanities,Humanities
6032,Eduard khil,Russia,78,Male,Singer,Music,Arts,Arts
6033,Eduard limonov,Russia,75,Male,Politician,Government,Institutions,Government
6034,El lissitzky,Russia,51,Male,Artist,Fine arts,Arts,Arts
6035,Elena dementieva,Russia,37,Female,Tennis player,Individual sport,Sports,Sports
6036,Elizabeth of russia,Russia,53,Female,Politician,Government,Institutions,Government
6038,Evgeni plushenko,Russia,36,Male,Skater,Individual sport,Sports,Sports
6039,False dmitriy i,Russia,25,Male,Politician,Government,Institutions,Government
6040,Feodor chaliapin,Russia,65,Male,Singer,Music,Arts,Arts
6041,Feodor i of russia,Russia,41,Male,Politician,Government,Institutions,Government
6042,Feodor iii of russia,Russia,21,Male,Politician,Government,Institutions,Government
6043,Ferdinand von wrangel,Russia,74,Male,Explorer,Explorers,Exploration,Exploration
6044,Frederick i of prussia,Russia,56,Male,Politician,Government,Institutions,Government
6045,Fritz albert lipmann,Russia,87,Male,Chemist,Natural sciences,Science & technology,Science & technology
6046,Fyodor dostoyevsky,Russia,60,Male,Writer,Language,Humanities,Humanities
6047,Fyodor ii of russia,Russia,16,Male,Politician,Government,Institutions,Government
6048,Fyodor tolbukhin,Russia,55,Male,Military personnel,Military,Institutions,Army
6049,Fyodor tyutchev,Russia,70,Male,Writer,Language,Humanities,Humanities
6051,Ğabdulla tuqay,Russia,27,Male,Writer,Language,Humanities,Humanities
6052,Galina vishnevskaya,Russia,86,Female,Singer,Music,Arts,Arts
6053,Gavrila romanovich derzhavin,Russia,73,Male,Writer,Language,Humanities,Humanities
6054,Gennady zyuganov,Russia,74,Male,Politician,Government,Institutions,Government
6055,Georg cantor,Russia,73,Male,Mathematician,Math,Science & technology,Science & technology
6056,Georgi plekhanov,Russia,61,Male,Philosopher,Philosophy,Humanities,Humanities
6057,Gherman titov,Russia,65,Male,Astronaut,Explorers,Exploration,Exploration
6058,Gotthard heinrici,Russia,85,Male,Military personnel,Military,Institutions,Army
6059,Grand duchess anastasia nikolaevna of russia,Russia,17,Female,Nobleman,Government,Institutions,Government
6060,Grand duchess maria nikolaevna of russia,Russia,19,Female,Nobleman,Government,Institutions,Government
6061,Grand duchess olga nikolaevna of russia,Russia,23,Female,Nobleman,Government,Institutions,Government
6062,Grand duke michael alexandrovich of russia,Russia,40,Male,Nobleman,Government,Institutions,Government
6063,Grigori alexandrovich potemkin,Russia,52,Male,Politician,Government,Institutions,Government
6064,Grigori perelman,Russia,52,Male,Mathematician,Math,Science & technology,Science & technology
6065,Grigori rasputin,Russia,47,Male,Public worker,Government,Institutions,Government
6066,Gustav bauer,Russia,74,Male,Politician,Government,Institutions,Government
6067,Gustav kirchhoff,Russia,63,Male,Physicist,Natural sciences,Science & technology,Science & technology
6068,Henri troyat,Russia,96,Male,Writer,Language,Humanities,Humanities
6069,Igor akinfeev,Russia,32,Male,Soccer player,Team sports,Sports,Sports
6070,Igor andreev,Russia,35,Male,Tennis player,Individual sport,Sports,Sports
6071,Igor denisov,Russia,34,Male,Soccer player,Team sports,Sports,Sports
6072,Igor kurchatov,Russia,57,Male,Physicist,Natural sciences,Science & technology,Science & technology
6074,Igor smirnov,Russia,77,Male,Politician,Government,Institutions,Government
6075,Igor stravinsky,Russia,89,Male,Composer,Music,Arts,Arts
6076,Igor tamm,Russia,76,Male,Physicist,Natural sciences,Science & technology,Science & technology
6077,Ilya frank,Russia,82,Male,Physicist,Natural sciences,Science & technology,Science & technology
6078,Ilya prigogine,Russia,86,Male,Chemist,Natural sciences,Science & technology,Science & technology
6079,Imam shamil,Russia,74,Male,Politician,Government,Institutions,Government
6080,Immanuel kant,Russia,80,Male,Philosopher,Philosophy,Humanities,Humanities
6081,Isaac asimov,Russia,72,Male,Writer,Language,Humanities,Humanities
6082,Ivan aivazovsky,Russia,83,Male,Painter,Fine arts,Arts,Arts
6083,Ivan bunin,Russia,83,Male,Writer,Language,Humanities,Humanities
6084,Ivan goncharov,Russia,79,Male,Writer,Language,Humanities,Humanities
6085,Ivan i of russia,Russia,52,Male,Politician,Government,Institutions,Government
6087,Ivan iii of russia,Russia,65,Male,Politician,Government,Institutions,Government
6088,Ivan iv of russia,Russia,54,Male,Politician,Government,Institutions,Government
6089,Ivan konev,Russia,76,Male,Military personnel,Military,Institutions,Army
6090,Ivan kramskoi,Russia,50,Male,Painter,Fine arts,Arts,Arts
6091,Ivan krylov,Russia,75,Male,Writer,Language,Humanities,Humanities
6092,Ivan pavlov,Russia,87,Male,Biologist,Natural sciences,Science & technology,Science & technology
6093,Ivan shishkin,Russia,66,Male,Painter,Fine arts,Arts,Arts
6094,Ivan turgenev,Russia,65,Male,Writer,Language,Humanities,Humanities
6095,Ivan v of russia,Russia,30,Male,Politician,Government,Institutions,Government
6096,Ivan vi of russia,Russia,24,Male,Politician,Government,Institutions,Government
6097,Ivan vladimirovich michurin,Russia,80,Male,Biologist,Natural sciences,Science & technology,Science & technology
6098,Joseph brodsky,Russia,56,Male,Writer,Language,Humanities,Humanities
6099,Karl briullov,Russia,53,Male,Painter,Fine arts,Arts,Arts
6100,Käthe kollwitz,Russia,78,Female,Artist,Fine arts,Arts,Arts
6101,Kim jong-il,Russia,70,Male,Politician,Government,Institutions,Government
6102,Kirill meretskov,Russia,71,Male,Military personnel,Military,Institutions,Army
6103,Kirsan ilyumzhinov,Russia,56,Male,Politician,Government,Institutions,Government
6104,Konstantin chernenko,Russia,74,Male,Politician,Government,Institutions,Government
6105,Konstantin novoselov,Russia,44,Male,Physicist,Natural sciences,Science & technology,Science & technology
6106,Konstantin simonov,Russia,64,Male,Writer,Language,Humanities,Humanities
6107,Konstantin tsiolkovsky,Russia,78,Male,Engineer,Engineering,Science & technology,Science & technology
6108,Konstantin zyryanov,Russia,41,Male,Soccer player,Team sports,Sports,Sports
6109,Lavr kornilov,Russia,48,Male,Military personnel,Military,Institutions,Army
6110,Lena katina,Russia,34,Female,Singer,Music,Arts,Arts
6111,Leo tolstoy,Russia,82,Male,Writer,Language,Humanities,Humanities
6112,Leonid andreyev,Russia,48,Male,Writer,Language,Humanities,Humanities
6113,Leonid gaidai,Russia,70,Male,Film director,Film and theatre,Arts,Arts
6114,Leonid govorov,Russia,58,Male,Military personnel,Military,Institutions,Army
6115,Leonid hurwicz,Russia,91,Male,Economist,Social sciences,Science & technology,Science & technology
6116,Leonid kantorovich,Russia,74,Male,Mathematician,Math,Science & technology,Science & technology
6117,Lev kamenev,Russia,53,Male,Politician,Government,Institutions,Government
6118,Lev yashin,Russia,89,Male,Soccer player,Team sports,Sports,Sports
6119,Lou andreas-salomé,Russia,76,Female,Writer,Language,Humanities,Humanities
6120,Lovis corinth,Russia,67,Male,Artist,Fine arts,Arts,Arts
6122,Marat izmailov,Russia,36,Male,Soccer player,Team sports,Sports,Sports
6123,Marat safin,Russia,38,Male,Tennis player,Individual sport,Sports,Sports
6124,Maria kirilenko,Russia,31,Female,Tennis player,Individual sport,Sports,Sports
6125,Maria sharapova,Russia,31,Female,Tennis player,Individual sport,Sports,Sports
6126,Marina tsvetaeva,Russia,49,Female,Writer,Language,Humanities,Humanities
6127,Martti ahtisaari,Russia,81,Male,Politician,Government,Institutions,Government
6128,Maxim gorky,Russia,68,Male,Writer,Language,Humanities,Humanities
6129,Maya plisetskaya,Russia,90,Female,Dancer,Dance,Arts,Arts
6130,Michael i of russia,Russia,49,Male,Politician,Government,Institutions,Government
6131,Michail aleksandrovich sholokhov,Russia,79,Male,Writer,Language,Humanities,Humanities
6132,Mikhail bakhtin,Russia,80,Male,Philosopher,Philosophy,Humanities,Humanities
6133,Mikhail bakunin,Russia,62,Male,Philosopher,Philosophy,Humanities,Humanities
6134,Mikhail botvinnik,Russia,84,Male,Chessmaster,Individual sport,Sports,Sports
6135,Mikhail chigorin,Russia,58,Male,Chessmaster,Individual sport,Sports,Sports
6136,Mikhail fradkov,Russia,68,Male,Politician,Government,Institutions,Government
6137,Mikhail glinka,Russia,53,Male,Composer,Music,Arts,Arts
6138,Mikhail gorbachev,Russia,87,Male,Politician,Government,Institutions,Government
6139,Mikhail illarionovich kutuzov,Russia,68,Male,Military personnel,Military,Institutions,Army
6140,Mikhail kalashnikov,Russia,94,Male,Engineer,Engineering,Science & technology,Science & technology
6141,Mikhail kalinin,Russia,71,Male,Public worker,Government,Institutions,Government
6142,Mikhail kasyanov,Russia,61,Male,Politician,Government,Institutions,Government
6143,Mikhail khodorkovsky,Russia,55,Male,Businessperson,Business,Business & law,Business & law
6144,Mikhail lermontov,Russia,27,Male,Writer,Language,Humanities,Humanities
6145,Mikhail lomonosov,Russia,54,Male,Physicist,Natural sciences,Science & technology,Science & technology
6146,Mikhail prokhorov,Russia,53,Male,Businessperson,Business,Business & law,Business & law
6147,Mikhail saltykov-shchedrin,Russia,63,Male,Writer,Language,Humanities,Humanities
6148,Mikhail tukhachevsky,Russia,44,Male,Military personnel,Military,Institutions,Army
6149,Mikhail vrubel,Russia,54,Male,Artist,Fine arts,Arts,Arts
6150,Mikhail youzhny,Russia,36,Male,Tennis player,Individual sport,Sports,Sports
6151,Mily balakirev,Russia,73,Male,Composer,Music,Arts,Arts
6152,Modest petrovich mussorgsky,Russia,42,Male,Composer,Music,Arts,Arts
6153,Mykola azarov,Russia,71,Male,Politician,Government,Institutions,Government
6154,Nadezhda konstantinovna krupskaya,Russia,70,Female,Politician,Government,Institutions,Government
6155,Nadia petrova,Russia,36,Female,Tennis player,Individual sport,Sports,Sports
6156,Nathalie sarraute,Russia,99,Female,Writer,Language,Humanities,Humanities
6157,Nicholas i of russia,Russia,59,Male,Politician,Government,Institutions,Government
6158,Nicholas ii of russia,Russia,50,Male,Politician,Government,Institutions,Government
6159,Nicholas roerich,Russia,73,Male,Artist,Fine arts,Arts,Arts
6160,Nikita khrushchev,Russia,77,Male,Politician,Government,Institutions,Government
6161,Nikita mikhalkov,Russia,73,Male,Film director,Film and theatre,Arts,Arts
6162,Nikolai andrianov,Russia,59,Male,Gymnast,Individual sport,Sports,Sports
6163,Nikolai bukharin,Russia,50,Male,Politician,Government,Institutions,Government
6164,Nikolai chernyshevsky,Russia,61,Male,Writer,Language,Humanities,Humanities
6165,Nikolai fyodorovich vatutin,Russia,43,Male,Military personnel,Military,Institutions,Army
6166,Nikolai ivanovich lobachevsky,Russia,64,Male,Mathematician,Math,Science & technology,Science & technology
6167,Nikolai leskov,Russia,64,Male,Writer,Language,Humanities,Humanities
6168,Nikolai mikhailovich karamzin,Russia,60,Male,Writer,Language,Humanities,Humanities
6169,Nikolai nikolaevich yudenich,Russia,71,Male,Military personnel,Military,Institutions,Army
6170,Nikolai przhevalsky,Russia,49,Male,Explorer,Explorers,Exploration,Exploration
6171,Nikolai rimsky-korsakov,Russia,64,Male,Composer,Music,Arts,Arts
6172,Nikolai trubetzkoy,Russia,48,Male,Linguist,Language,Humanities,Humanities
6173,Nikolai vavilov,Russia,56,Male,Biologist,Natural sciences,Science & technology,Science & technology
6174,Nikolai yezhov,Russia,45,Male,Politician,Government,Institutions,Government
6175,Nikolai zhukovsky,Russia,74,Male,Engineer,Engineering,Science & technology,Science & technology
6176,Nikolay basov,Russia,79,Male,Physicist,Natural sciences,Science & technology,Science & technology
6177,Nikolay semyonov,Russia,90,Male,Chemist,Natural sciences,Science & technology,Science & technology
6178,Oleg salenko,Russia,49,Male,Soccer player,Team sports,Sports,Sports
6179,Olga constantinovna of russia,Russia,75,Female,Companion,Companions,Public figure,Public figure
6180,Olga of kiev,Russia,90,Female,Nobleman,Government,Institutions,Government
6181,Otto nicolai,Russia,39,Male,Composer,Music,Arts,Arts
6182,Otto wallach,Russia,84,Male,Chemist,Natural sciences,Science & technology,Science & technology
6183,Pafnuty chebyshev,Russia,73,Male,Mathematician,Math,Science & technology,Science & technology
6184,Patriarch kirill i of moscow,Russia,72,Male,Politician,Government,Institutions,Government
6185,Paul i of russia,Russia,47,Male,Politician,Government,Institutions,Government
6186,Paul karrer,Russia,82,Male,Chemist,Natural sciences,Science & technology,Science & technology
6187,Pavel alekseyevich cherenkov,Russia,86,Male,Physicist,Natural sciences,Science & technology,Science & technology
6188,Pavel pogrebnyak,Russia,35,Male,Soccer player,Team sports,Sports,Sports
6189,Pavel tretyakov,Russia,66,Male,Businessperson,Business,Business & law,Business & law
6190,Peter carl fabergé,Russia,74,Male,Designer,Design,Arts,Arts
6191,Peter i of russia,Russia,53,Male,Politician,Government,Institutions,Government
6192,Peter ii of russia,Russia,15,Male,Politician,Government,Institutions,Government
6193,Peter kropotkin,Russia,79,Male,Biologist,Natural sciences,Science & technology,Science & technology
6195,Pyotr bagration,Russia,47,Male,Military personnel,Military,Institutions,Army
6196,Pyotr ilyich tchaikovsky,Russia,53,Male,Composer,Music,Arts,Arts
6197,Pyotr kapitsa,Russia,90,Male,Physicist,Natural sciences,Science & technology,Science & technology
6198,Ramzan kadyrov,Russia,42,Male,Politician,Government,Institutions,Government
6199,Regina spektor,Russia,38,Female,Musician,Music,Arts,Arts
6200,Regiomontanus,Russia,40,Male,Mathematician,Math,Science & technology,Science & technology
6201,Rinat dasaev,Russia,61,Male,Soccer player,Team sports,Sports,Sports
6202,Roman abramovich,Russia,52,Male,Businessperson,Business,Business & law,Business & law
6203,Roman jakobson,Russia,86,Male,Linguist,Language,Humanities,Humanities
6204,Roman pavlyuchenko,Russia,37,Male,Soccer player,Team sports,Sports,Sports
6205,Roman shirokov,Russia,37,Male,Soccer player,Team sports,Sports,Sports
6206,Rudolf nureyev,Russia,55,Male,Dancer,Dance,Arts,Arts
6207,Semyon budyonny,Russia,90,Male,Military personnel,Military,Institutions,Army
6208,Sergei diaghilev,Russia,57,Male,Businessperson,Business,Business & law,Business & law
6209,Sergei ignashevich,Russia,39,Male,Soccer player,Team sports,Sports,Sports
6210,Sergei ivanov,Russia,65,Male,Politician,Government,Institutions,Government
6211,Sergei mikhailovich prokudin-gorskii,Russia,81,Male,Chemist,Natural sciences,Science & technology,Science & technology
6212,Sergei rachmaninoff,Russia,70,Male,Composer,Music,Arts,Arts
6213,Sergei yesenin,Russia,30,Male,Writer,Language,Humanities,Humanities
6214,Sergey brin,Russia,45,Male,Computer scientist,Computer science,Science & technology,Science & technology
6215,Sergey kirov,Russia,48,Male,Politician,Government,Institutions,Government
6216,Sergey lavrov,Russia,68,Male,Politician,Government,Institutions,Government
6217,Sergey mikhalkov,Russia,96,Male,Writer,Language,Humanities,Humanities
6218,Shamil basayev,Russia,41,Male,Extremist,Outlaws,Public figure,Public figure
6219,Simeon of russia,Russia,37,Male,Politician,Government,Institutions,Government
6220,Sofia kovalevskaya,Russia,41,Female,Mathematician,Math,Science & technology,Science & technology
6221,Stenka razin,Russia,41,Male,Social activist,Activism,Public figure,Public figure
6222,Svetlana alliluyeva,Russia,85,Female,Writer,Language,Humanities,Humanities
6223,Svetlana kuznetsova,Russia,33,Female,Tennis player,Individual sport,Sports,Sports
6224,Svetlana savitskaya,Russia,70,Female,Astronaut,Explorers,Exploration,Exploration
6225,Valentin serov,Russia,46,Male,Painter,Fine arts,Arts,Arts
6226,Valentina tereshkova,Russia,81,Female,Astronaut,Explorers,Exploration,Exploration
6228,Valery gergiev,Russia,65,Male,Musician,Music,Arts,Arts
6229,Varlam shalamov,Russia,75,Male,Writer,Language,Humanities,Humanities
6230,Vasili i of russia,Russia,54,Male,Politician,Government,Institutions,Government
6231,Vasili ii of russia,Russia,47,Male,Politician,Government,Institutions,Government
6232,Vasili iii of russia,Russia,54,Male,Politician,Government,Institutions,Government
6233,Vasili iv of russia,Russia,60,Male,Politician,Government,Institutions,Government
6234,Vasili vasilyevich vereshchagin,Russia,62,Male,Painter,Fine arts,Arts,Arts
6235,Vasily blyukher,Russia,49,Male,Military personnel,Military,Institutions,Army
6236,Vasily chuikov,Russia,82,Male,Military personnel,Military,Institutions,Army
6237,Vasily grigoryevich zaitsev,Russia,76,Male,Military personnel,Military,Institutions,Army
6238,Vasily perov,Russia,49,Male,Painter,Fine arts,Arts,Arts
6239,Vasily smyslov,Russia,89,Male,Chessmaster,Individual sport,Sports,Sports
6240,Vasily surikov,Russia,68,Male,Painter,Fine arts,Arts,Arts
6241,Vasily zhukovsky,Russia,27,Male,Writer,Language,Humanities,Humanities
6242,Vera zvonareva,Russia,34,Female,Tennis player,Individual sport,Sports,Sports
6243,Viacheslav malafeev,Russia,39,Male,Soccer player,Team sports,Sports,Sports
6244,Victor pelevin,Russia,56,Male,Writer,Language,Humanities,Humanities
6245,Viktor chernomyrdin,Russia,72,Male,Diplomat,Government,Institutions,Government
6246,Viktor korchnoi,Russia,85,Male,Writer,Language,Humanities,Humanities
6247,Viktor tsoi,Russia,28,Male,Singer,Music,Arts,Arts
6248,Viktor vasnetsov,Russia,78,Male,Painter,Fine arts,Arts,Arts
6249,Viktor zubkov,Russia,77,Male,Politician,Government,Institutions,Government
6250,Vitaly ginzburg,Russia,93,Male,Physicist,Natural sciences,Science & technology,Science & technology
6251,Vitaly petrov,Russia,34,Male,Racecar driver,Individual sport,Sports,Sports
6252,Vladimir ashkenazy,Russia,81,Male,Musician,Music,Arts,Arts
6253,Vladimir i of kiev,Russia,57,Male,Politician,Government,Institutions,Government
6254,Vladimir komarov,Russia,40,Male,Engineer,Engineering,Science & technology,Science & technology
6255,Vladimir kramnik,Russia,43,Male,Writer,Language,Humanities,Humanities
6256,Vladimir lenin,Russia,54,Male,Politician,Government,Institutions,Government
6257,Vladimir propp,Russia,75,Male,Critic,Language,Humanities,Humanities
6258,Vladimir putin,Russia,66,Male,Politician,Government,Institutions,Government
6259,Vladimir solovyov,Russia,47,Male,Philosopher,Philosophy,Humanities,Humanities
6260,Vladimir tatlin,Russia,68,Male,Architect,Design,Arts,Arts
6261,Vladimir vladimirovich nabokov,Russia,78,Male,Writer,Language,Humanities,Humanities
6262,Vladimir vysotsky,Russia,42,Male,Writer,Language,Humanities,Humanities
6263,Vladimir zworykin,Russia,94,Male,Inventor,Invention,Science & technology,Science & technology
6264,Vyacheslav molotov,Russia,96,Male,Politician,Government,Institutions,Government
6265,Walther funk,Russia,70,Male,Politician,Government,Institutions,Government
6266,Wassily kandinsky,Russia,78,Male,Artist,Fine arts,Arts,Arts
6267,Wladimir köppen,Russia,94,Male,Geographer,Social sciences,Science & technology,Science & technology
6268,Yakov sverdlov,Russia,34,Male,Politician,Government,Institutions,Government
6269,Yegor gaidar,Russia,53,Male,Politician,Government,Institutions,Government
6270,Yelena isinbayeva,Russia,36,Female,Athlete,Individual sport,Sports,Sports
6271,Yelena slesarenko,Russia,36,Female,Athlete,Individual sport,Sports,Sports
6272,Yemelyan pugachev,Russia,35,Male,Social activist,Activism,Public figure,Public figure
6273,Yermak timofeyevich,Russia,50,Male,Military personnel,Military,Institutions,Army
6274,Yevgeniy yevtushenko,Russia,84,Male,Writer,Language,Humanities,Humanities
6275,Yevgeny kafelnikov,Russia,44,Male,Tennis player,Individual sport,Sports,Sports
6276,Yevgeny zamyatin,Russia,53,Male,Writer,Language,Humanities,Humanities
6277,Yul brynner,Russia,65,Male,Actor,Film and theatre,Arts,Arts
6278,Yulia volkova,Russia,33,Female,Singer,Music,Arts,Arts
6279,Yuri andropov,Russia,70,Male,Politician,Government,Institutions,Government
6280,Yuri gagarin,Russia,34,Male,Astronaut,Explorers,Exploration,Exploration
6281,Yuri nikulin,Russia,76,Male,Actor,Film and theatre,Arts,Arts
6282,Yuri zhirkov,Russia,35,Male,Soccer player,Team sports,Sports,Sports
6283,Yuriy luzhkov,Russia,82,Male,Politician,Government,Institutions,Government
6284,Yury of moscow,Russia,44,Male,Politician,Government,Institutions,Government
6285,Zemfira,Russia,42,Female,Singer,Music,Arts,Arts
6286,Zoya kosmodemyanskaya,Russia,18,Female,Social activist,Activism,Public figure,Public figure
6287,Алсу,Russia,35,Female,Singer,Music,Arts,Arts
6288,Дима билан,Russia,37,Male,Singer,Music,Arts,Arts
6289,Тетяна григорівна ліберман,Russia,33,Female,Singer,Music,Arts,Arts
6290,Georgy zhukov,Russia,78,Male,Politician,Government,Institutions,Government
6291,Valery leontyev,Russia,69,Male,Singer,Music,Arts,Arts
6292,Juvénal habyarimana,Rwanda,57,Male,Politician,Government,Institutions,Government
6293,Alexander hamilton,Saint kitts and nevis,49,Male,Economist,Social sciences,Science & technology,Science & technology
6295,Derek walcott,Saint lucia,87,Male,Writer,Language,Humanities,Humanities
6296,William arthur lewis,Saint lucia,76,Male,Economist,Social sciences,Science & technology,Science & technology
6297,Malietoa tanumafili ii of samoa,Samoa,94,Male,Politician,Government,Institutions,Government
6298,Manuel pinto da costa,Sìäo tomìä and prìnci,81,Male,Politician,Government,Institutions,Government
6299,Fradique de menezes,Sao tome and principe,76,Male,Politician,Government,Institutions,Government
6300,Aisha bint abu bakr,Saudi arabia,65,Female,Companion,Companions,Public figure,Public figure
6301,Ali al-rida,Saudi arabia,52,Male,Religious figure,Religion,Institutions,Religion
6302,Ali ibn hussayn,Saudi arabia,54,Male,Religious figure,Religion,Institutions,Religion
6303,Faisal i of iraq,Saudi arabia,50,Male,Politician,Government,Institutions,Government
6304,Hasan ibn ali,Saudi arabia,45,Male,Religious figure,Religion,Institutions,Religion
6305,Husayn ibn ali,Saudi arabia,54,Male,Religious figure,Religion,Institutions,Religion
6306,Ismail haniya,Saudi arabia,55,Male,Politician,Government,Institutions,Government
6307,Ja'far al-sadiq,Saudi arabia,63,Male,Astronomer,Natural sciences,Science & technology,Science & technology
6308,Khadijah bint khuwaylid,Saudi arabia,65,Female,Companion,Companions,Public figure,Public figure
6309,Muhammad al-baqir,Saudi arabia,57,Male,Religious figure,Religion,Institutions,Religion
6310,Muhammad ibn abd-al-wahhab,Saudi arabia,89,Male,Philosopher,Philosophy,Humanities,Humanities
6311,Saints cosmas and damian,Saudi arabia,87,Male,Physician,Medicine,Science & technology,Science & technology
6312,Umar,Saudi arabia,58,Male,Politician,Government,Institutions,Government
6313,Umar ii,Saudi arabia,38,Male,Politician,Government,Institutions,Government
6314,Uthman ibn affan,Saudi arabia,77,Male,Politician,Government,Institutions,Government
6315,`abd allah ibn `abbas,Saudi arabia,67,Male,Religious figure,Religion,Institutions,Religion
6316,Abd al-malik,Saudi arabia,59,Male,Politician,Government,Institutions,Government
6317,Abdullah i of jordan,Saudi arabia,69,Male,Politician,Government,Institutions,Government
6318,Abdullah of saudi arabia,Saudi arabia,91,Male,Politician,Government,Institutions,Government
6319,Abu bakr,Saudi arabia,61,Male,Religious figure,Religion,Institutions,Religion
6320,Abu sufyan ibn harb,Saudi arabia,90,Male,Politician,Government,Institutions,Government
6321,Abu talib ibn ‘abdu’l-muttalib,Saudi arabia,70,Male,Religious figure,Religion,Institutions,Religion
6322,Ali,Saudi arabia,63,Male,Religious figure,Religion,Institutions,Religion
6323,Bilal ibn ribah,Saudi arabia,60,Male,Religious figure,Religion,Institutions,Religion
6324,Fahd of saudi arabia,Saudi arabia,84,Male,Politician,Government,Institutions,Government
6325,Faisal of saudi arabia,Saudi arabia,71,Male,Politician,Government,Institutions,Government
6326,Fatima bint muhammad,Saudi arabia,27,Female,Companion,Companions,Public figure,Public figure
6327,Ibn saud of saudi arabia,Saudi arabia,73,Male,Politician,Government,Institutions,Government
6328,Khalid ibn al-walid,Saudi arabia,50,Male,Military personnel,Military,Institutions,Army
6329,Khalid of saudi arabia,Saudi arabia,69,Male,Politician,Government,Institutions,Government
6330,Muawiyah i,Saudi arabia,78,Male,Politician,Government,Institutions,Government
6331,Muhammad,Saudi arabia,62,Male,Religious figure,Religion,Institutions,Religion
6332,Osama bin laden,Saudi arabia,54,Male,Extremist,Outlaws,Public figure,Public figure
6333,Saad hariri,Saudi arabia,48,Male,Politician,Government,Institutions,Government
6334,"Sultan, crown prince of saudi arabia",Saudi arabia,83,Male,Politician,Government,Institutions,Government
6335,Talal of jordan,Saudi arabia,63,Male,Politician,Government,Institutions,Government
6336,Abdou diouf,Senegal,83,Male,Politician,Government,Institutions,Government
6337,Abdoulaye wade,Senegal,92,Male,Politician,Government,Institutions,Government
6338,Ségolène royal,Senegal,65,Female,Politician,Government,Institutions,Government
6339,El hadji diouf,Senegal,37,Male,Soccer player,Team sports,Sports,Sports
6340,Léopold sédar senghor,Senegal,95,Male,Writer,Language,Humanities,Humanities
6341,Macky sall,Senegal,57,Male,Politician,Government,Institutions,Government
6342,Mame biram diouf,Senegal,31,Male,Soccer player,Team sports,Sports,Sports
6343,Papiss cissé,Senegal,33,Male,Soccer player,Team sports,Sports,Sports
6344,Patrice evra,Senegal,37,Male,Soccer player,Team sports,Sports,Sports
6345,Patrick vieira,Senegal,42,Male,Soccer player,Team sports,Sports,Sports
6346,Youssou n'dour,Senegal,59,Male,Singer,Music,Arts,Arts
6347,Claudius ii,Serbia,57,Male,Politician,Government,Institutions,Government
6348,Constantius ii,Serbia,44,Male,Politician,Government,Institutions,Government
6349,Constantius iii,Serbia,51,Male,Politician,Government,Institutions,Government
6350,Dragan džajić,Serbia,72,Male,Soccer player,Team sports,Sports,Sports
6351,Emina jahović,Serbia,36,Female,Singer,Music,Arts,Arts
6352,Galerius,Serbia,51,Male,Politician,Government,Institutions,Government
6353,Gratian,Serbia,24,Male,Politician,Government,Institutions,Government
6354,Herennius etruscus,Serbia,24,Male,Politician,Government,Institutions,Government
6355,Hostilian,Serbia,21,Male,Politician,Government,Institutions,Government
6356,Jovian,Serbia,33,Male,Politician,Government,Institutions,Government
6357,Justin i,Serbia,77,Male,Politician,Government,Institutions,Government
6358,Licinius,Serbia,75,Male,Politician,Government,Institutions,Government
6359,Mateja kežman,Serbia,39,Male,Soccer player,Team sports,Sports,Sports
6360,Mátyás rákosi,Serbia,79,Male,Politician,Government,Institutions,Government
6361,Maximian,Serbia,60,Male,Politician,Government,Institutions,Government
6362,Maximinus daia,Serbia,43,Male,Politician,Government,Institutions,Government
6363,"Miloš obrenović i, prince of serbia",Serbia,80,Male,Nobleman,Government,Institutions,Government
6364,Monica seles,Serbia,45,Female,Tennis player,Individual sport,Sports,Sports
6365,Nikola žigić,Serbia,38,Male,Soccer player,Team sports,Sports,Sports
6366,Péter lékó,Serbia,39,Male,Chessmaster,Individual sport,Sports,Sports
6367,Probus,Serbia,50,Male,Politician,Government,Institutions,Government
6368,Quintillus,Serbia,50,Male,Politician,Government,Institutions,Government
6369,Stefan uroš iv dušan of serbia,Serbia,47,Male,Politician,Government,Institutions,Government
6370,Aleksandar kolarov,Serbia,33,Male,Soccer player,Team sports,Sports,Sports
6371,Alexander i of serbia,Serbia,27,Male,Politician,Government,Institutions,Government
6372,Ana ivanović,Serbia,31,Female,Tennis player,Individual sport,Sports,Sports
6373,Branislav ivanović,Serbia,34,Male,Soccer player,Team sports,Sports,Sports
6374,Branislav nušić,Serbia,74,Male,Writer,Language,Humanities,Humanities
6375,Constantine i,Serbia,65,Male,Politician,Government,Institutions,Government
6376,Daniel nestor,Serbia,46,Male,Tennis player,Individual sport,Sports,Sports
6377,Decius,Serbia,50,Male,Politician,Government,Institutions,Government
6378,Dejan stanković,Serbia,40,Male,Soccer player,Team sports,Sports,Sports
